date,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,00:00
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,95.0,249.0,394.0,641.0,641.0,641.0,641.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,662.0,679.0,679.0,679.0,679.0,679.0,1192.0,2677.0,4260.0,5034.0,6604.0,6971.0,6971.0,6971.0,6971.0,6971.0,6971.0,6971.0,6971.0,6971.0,7008.0,7008.0,8002.0,9454.0,9881.0,9881.0,9881.0,9881.0,9881.0,9881.0,9881.0,9881.0,9881.0,9881.0,9881.0,9881.0,9881.0
2020-05-05,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,30.0,30.0,30.0,30.0,71.0,71.0,71.0,72.0,102.0,102.0,102.0,102.0,378.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,459.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,529.0,529.0,529.0,529.0,1094.0,1345.0,1345.0,1345.0,1345.0,2640.0,3122.0,4296.0,4512.0,4512.0,4512.0,4512.0,4539.0,4539.0,4539.0,4539.0,4539.0,4539.0,4539.0
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,318.0,318.0,326.0,326.0,326.0,483.0,483.0,483.0,483.0,591.0,591.0,923.0,923.0,923.0,923.0,923.0,923.0,923.0,1347.0,3047.0,3626.0,3993.0,4723.0,4723.0,6016.0,7014.0,7014.0,7172.0,7172.0,7172.0,7333.0,7341.0,7341.0,7350.0,7358.0,7358.0,7358.0,7358.0,7358.0,7440.0,7457.0,7639.0,7639.0,7639.0,7639.0,7733.0,7868.0,7868.0,7868.0,7868.0,8165.0,8376.0,8394.0,8394.0,8394.0,8394.0,8410.0,8410.0,8410.0,8410.0,8410.0,8410.0,8410.0,8410.0,8410.0,8410.0,8410.0,8410.0
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,45.0,62.0,62.0,62.0,62.0,525.0,525.0,525.0,894.0,2632.0,3651.0,3651.0,3651.0,3651.0,3676.0,3676.0,3676.0,3676.0,3676.0,3676.0,3716.0,3716.0,3716.0,4850.0,6478.0,6905.0,7440.0,7590.0,8527.0,10171.0,10499.0,10499.0,10499.0,10499.0,10539.0,10567.0,10567.0,10567.0,10567.0,10567.0,10567.0,10567.0,10567.0,10567.0,10567.0,10583.0,10734.0,10734.0,10734.0,10734.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0,10988.0
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,255.0,255.0,255.0,1149.0,2884.0,3991.0,3991.0,3991.0,3991.0,3991.0,3991.0,3991.0,3991.0,3991.0,3991.0,3991.0,3991.0,3991.0,5143.0,5384.0,6196.0,7440.0,9052.0,10659.0,12154.0,13158.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13264.0,13272.0,13503.0,13503.0,13503.0,13503.0,13797.0,13797.0,13797.0,13805.0,13805.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0,13819.0
2020-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,316.0,316.0,316.0,1318.0,3100.0,4040.0,4040.0,4046.0,4046.0,4046.0,4046.0,4046.0,4046.0,4046.0,4046.0,4046.0,4046.0,4109.0,5088.0,6666.0,6969.0,6969.0,8046.0,9028.0,9028.0,10519.0,11412.0,11412.0,11412.0,11412.0,11412.0,11412.0,11412.0,11412.0,11412.0,11412.0,11499.0,11499.0,11713.0,11884.0,11884.0,12034.0,12034.0,12034.0,12034.0,12034.0,12156.0,12246.0,12246.0,12246.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0,12257.0
2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,550.0,572.0,572.0,572.0,1282.0,2793.0,4428.0,6172.0,7546.0,7612.0,7624.0,7624.0,7624.0,7624.0,7624.0,7624.0,7707.0,8022.0,8022.0,8022.0,8022.0,8022.0,8214.0,9878.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10116.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0,10133.0
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,18.0,18.0,314.0,314.0,314.0,314.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,1190.0,2894.0,3355.0,4072.0,5023.0,5023.0,6296.0,7355.0,7682.0,8455.0,9460.0,9759.0,10231.0,10725.0,10725.0,10725.0,10725.0,10725.0,10725.0,10725.0,10725.0,10725.0,10725.0,10725.0,10725.0,10869.0,10869.0,10869.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0,11096.0
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,16.0,16.0,269.0,269.0,269.0,1132.0,2900.0,4124.0,4124.0,4124.0,4124.0,4124.0,4124.0,4124.0,4124.0,4124.0,4124.0,4140.0,4230.0,4230.0,4750.0,6366.0,7318.0,7318.0,8389.0,8412.0,9377.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10754.0,10925.0,10925.0,10925.0,10925.0,11199.0,11199.0,11199.0,11199.0,11199.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0,11200.0
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,18.0,18.0,279.0,279.0,279.0,279.0,747.0,797.0,839.0,880.0,880.0,880.0,880.0,912.0,912.0,912.0,912.0,912.0,1060.0,1139.0,1204.0,2779.0,4031.0,4124.0,5121.0,5121.0,6472.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7356.0,7528.0,7528.0,7528.0,7528.0,7835.0,7835.0,7835.0,7835.0,7835.0,7835.0,9049.0,9264.0,9264.0,9281.0,9281.0,9281.0,9281.0,9281.0,9281.0,9281.0,9281.0,9307.0,9307.0,9321.0,9321.0,9321.0,9321.0
